地域	値	店舗数	人口
関西	14085	14	1906
中部	13918	15	730
九州	18530	9	660
関西	20788	10	493
関東	23503	25	1324
関西	31077	25	1141
関西	25303	25	1469
東北	20246	26	1918
中部	27779	23	551
関西	26080	8	1786
中部	24508	5	1393
東北	24426	6	1819
関東	28692	11	1661
東北	12739	5	587
関西	13223	27	1682
九州	23801	18	1444
関西	14133	6	1759
中部	18771	27	507
中部	12454	22	1500
九州	30347	15	1502
九州	15068	15	703
中部	23888	17	791
関東	14492	28	855
東北	22862	20	806
中部	28813	27	1558
関東	13020	15	676
九州	31328	15	426
中部	22990	28	1962
関東	21042	29	1043
関西	29552	19	449
関東	21093	17	1234
九州	28874	20	577
東北	24869	5	1986
東北	19214	18	1055
関西	27558	27	1568
中部	28013	20	1632
関西	21859	6	1251
東北	23806	7	848
東北	19861	22	1039
中部	16195	8	921
関西	15377	22	1176
中部	15763	6	1372
中部	21119	22	432
関東	25531	18	1958
九州	18194	19	1505
中部	28133	12	1572
関東	17922	23	1558
九州	17153	13	833
九州	29283	25	555
東北	29845	8	575
関西	27790	5	1388
東北	30708	11	1318
九州	23734	12	894
東北	23622	5	686
関東	18402	10	739
東北	16025	19	1046
中部	28987	14	1220
東北	14905	16	968
関東	26948	25	1820
九州	27755	7	513
関西	26391	24	431
関西	26103	24	1625
中部	18745	29	612
中部	19274	10	1236
関東	21688	17	1917
中部	16981	19	1521
九州	24997	8	1161
中部	31708	7	553
東北	20353	17	1649
関西	28339	14	993
中部	26980	8	1995
関東	29126	7	646
関西	31417	15	626
関東	20681	24	1958
関西	13041	29	1002
九州	15000	24	1669
東北	12180	24	1506
関東	19402	7	1359
関西	22138	6	1420
九州	19946	24	1571
関西	15722	27	775
関東	18624	24	1538
東北	28655	25	511
関西	20594	8	615
中部	23377	20	1467
九州	25701	12	1310
九州	28492	9	479
九州	15797	8	465
関東	23594	14	1617
東北	30070	22	704
関西	28619	18	778
関西	16998	7	1691
中部	30744	24	469
関東	30555	28	1807
関西	12640	10	578
九州	26362	18	742
中部	20457	20	1936
関東	31462	14	1891
関東	28768	18	705
九州	24827	11	635
九州	14044	24	1194
関西	24945	15	429
東北	23499	13	831
関西	24907	12	764
九州	22996	7	1057
中部	25352	25	637
中部	26571	14	877
関東	20609	20	1946
関西	29478	24	596
中部	27991	8	1998
東北	20371	6	1835
中部	26997	25	476
関西	30768	13	553
中部	25007	26	786
関西	16108	20	1326
関西	19212	8	522
関西	24676	29	1822
関東	26985	23	855
東北	28344	15	929
九州	17720	29	415
関東	21000	12	1830
関西	20482	15	1678
中部	19013	10	736
関東	28165	20	1725
九州	17717	19	1772
東北	20172	26	1189
関西	13611	14	1465
中部	29039	10	1642
九州	14550	7	586
中部	17058	25	1206
九州	31775	11	1946
東北	24592	14	1031
関東	24699	29	1545
中部	15513	14	1344
九州	23767	19	1999
関東	28023	21	413
関東	23127	27	1442
九州	22520	16	744
中部	17832	13	1775
関東	13921	25	1432
中部	14858	16	1474
関東	31766	12	1691
関西	12666	21	1206
関西	23118	9	902
中部	24415	7	1679
九州	13523	23	1503
関東	28769	15	715
中部	14013	9	1324
関西	28059	13	591
中部	19793	13	1009
東北	15185	16	1203
九州	14987	27	1089
九州	23442	6	960
九州	12071	18	528
九州	26464	22	1959
関東	18363	29	1657
関東	29565	25	426
中部	24615	17	1386
九州	16189	24	1787
関西	25061	23	1342
東北	28757	22	1459
関東	29557	29	615
関西	18833	26	773
九州	14895	8	1584
関東	19573	8	454
九州	26649	14	444
九州	12865	24	901
中部	25131	19	997
九州	28306	27	858
関西	28879	7	1367
関西	25107	26	1509
中部	28697	6	625
関西	28407	7	1785
関東	12413	9	1965
関西	27930	26	807
関西	23543	10	990
東北	22517	27	1407
関東	27402	24	1303
関西	16968	22	1090
中部	24115	7	625
東北	12110	5	845
東北	25689	13	1265
中部	17716	9	1505
九州	12709	9	1652
関東	15609	10	1626
東北	26877	12	1602
関東	27416	14	1105
東北	22502	11	609
関東	13668	27	1765
中部	15583	7	1288
九州	16762	21	1435
関東	28818	18	1068
九州	15043	11	1576
中部	23545	24	1647
九州	26352	8	570
関東	14755	15	1914
関西	23146	24	1233
中部	18197	17	784
関東	23445	8	1152
東北	22208	8	921
関西	25573	15	1057
関東	31622	12	980
関東	29856	12	1761
関東	20786	12	1659
関東	27953	26	1386
関東	26755	28	1743
関西	14460	26	829
九州	21704	18	724
関西	28910	26	1850
関西	27372	21	468
東北	18259	13	1172
関東	26786	12	1375
中部	27206	22	1226
中部	24109	5	1656
中部	26193	10	1134
中部	25230	6	921
東北	22804	24	1727
関東	30236	14	854
東北	27619	28	1047
中部	19544	10	1414
関東	17026	24	570
関西	26612	25	1139
関西	14445	24	1559
東北	20624	29	612
関東	26161	8	950
東北	29216	5	402
関東	17375	22	436
関西	28457	19	1182
九州	14423	12	585
東北	22341	10	1786
九州	17897	8	1152
中部	31902	22	1927
中部	20376	28	1949
東北	17097	17	1096
東北	26481	18	605
中部	16357	13	1882
中部	29562	15	1460
東北	22361	6	1897
中部	16826	11	1063
東北	20844	10	882
東北	21511	23	1928
中部	25394	15	1412
中部	21040	9	1545
九州	18177	10	1217
関東	21081	10	1184
中部	25401	29	1875
中部	13173	13	802
東北	27426	17	426
関東	18489	21	461
九州	30460	21	1024
関西	15971	23	1964
東北	20080	7	651
九州	14104	29	1226
東北	17272	26	1304
関西	12874	13	1920
九州	24906	18	767
東北	14611	8	1052
関西	21784	18	1336
東北	22487	17	1907
東北	24647	17	1595
中部	14338	21	766
九州	20780	29	465
関東	15799	26	699
関東	19255	20	777
関西	21779	9	1596
関西	31496	21	672
東北	16648	23	1963
九州	13243	14	565
中部	28103	22	1015
東北	13684	13	1442
九州	20502	20	1509
関東	25318	14	1551
関西	20703	7	515
中部	21930	7	1413
東北	19474	21	1605
九州	28791	20	1852
中部	20923	11	1329
関東	27372	14	880
九州	23780	8	1582
東北	18170	25	1261
関西	24326	7	723
東北	15902	13	834
東北	31390	10	1555
中部	26073	10	438
中部	24320	7	1805
中部	14370	20	762
東北	31964	8	1195
九州	16055	13	1352
東北	30700	27	1774
九州	13575	16	1531
九州	18264	28	828
九州	16148	6	1875
関西	19579	12	1774
九州	23088	20	1119
関西	17621	22	629
中部	22322	9	1467
東北	20228	29	428
東北	22458	26	1707
関西	14280	27	1290
中部	26853	11	1274
関西	14426	12	1171
関西	14201	9	574
中部	29046	21	1697
東北	24205	11	884
東北	18698	10	1306
関東	29630	28	1776
九州	16717	7	504
関西	29971	15	1338
関西	18790	10	1948
関西	26850	26	1625
関東	28261	10	740
関東	12199	14	1393
九州	16039	14	853
東北	23013	28	1627
中部	26223	23	571
関東	16390	14	499
九州	26663	11	1697
関西	18629	6	1574
関東	27448	26	1016
関西	27606	24	563
東北	25061	26	659
東北	25585	19	1710
九州	18669	8	887
関西	30273	13	1767
中部	27200	17	1676
中部	12183	18	1980
中部	26131	29	713
関東	12926	10	1835
関西	14052	6	591
九州	21364	28	968
関西	17970	5	821
中部	19855	6	929
関西	12737	6	886
東北	15046	21	1761
関東	23346	15	1391
九州	17542	19	933
関東	15923	15	441
関西	21374	16	1745
関東	20772	29	513
関西	20619	9	1786
東北	20968	18	1844
関西	23122	20	1422
関西	14406	28	1734
関東	26941	6	684
関東	29969	20	1492
九州	26397	7	1308
九州	19160	9	1722
関西	22689	25	1282
九州	25907	25	1999
中部	19326	12	1655
九州	15492	25	1187
東北	15998	20	964
九州	16763	15	1235
関東	30014	25	1754
中部	24379	14	1983
関西	15332	28	729
関西	29782	5	730
中部	17028	21	452
関東	17180	10	1377
九州	25051	21	908
東北	27082	13	1028
中部	12935	24	1585
関西	30480	7	1278
関西	24227	25	1323
九州	13483	25	1550
東北	18341	19	538
関東	25207	5	586
中部	17073	29	1390
九州	18776	15	1894
中部	16314	23	1113
中部	12769	18	684
九州	28873	25	1486
中部	17898	26	1682
中部	24429	10	1753
九州	18289	18	1853
中部	26599	22	1454
関西	13819	7	1333
関西	12583	25	1471
中部	20461	12	1092
九州	27552	7	1957
関東	29703	19	1360
関東	28113	16	1979
関東	22565	26	453
東北	18592	16	1109
関東	17710	9	706
関東	13131	17	1876
九州	28409	23	1430
東北	30105	27	1124
九州	20578	6	550
九州	12077	23	1644
九州	27421	8	1173
東北	31620	18	893
関東	23254	27	1622
関西	14990	22	1558
関西	18898	21	612
関西	26166	19	638
中部	30508	27	1129
東北	18221	19	623
関東	21388	8	1062
関東	25501	22	1591
関東	19611	26	1595
九州	23295	29	435
東北	13513	11	482
中部	19254	22	1114
関東	25002	25	1531
関東	31799	15	1575
関東	23286	15	651
関東	15839	24	1546
関西	17705	26	872
関東	19188	18	1035
関東	12441	14	1023
関東	28917	28	1676
九州	22213	11	1151
中部	22926	28	1260
関西	14405	26	1835
中部	26381	22	980
関西	29163	15	834
関東	13091	12	1017
関西	19865	26	1756
関西	13067	26	618
東北	26653	11	877
関西	21678	12	1330
九州	20906	21	1227
中部	22266	7	969
関西	20719	8	1009
中部	31106	18	601
九州	31703	10	1930
九州	22463	19	1200
中部	17991	9	1615
東北	27666	10	895
中部	22300	17	1395
九州	27539	19	756
関東	29933	11	1626
九州	20901	23	1434
関東	30499	20	1385
東北	31884	12	1171
中部	25498	7	1304
関西	12322	8	1077
関東	23721	11	1761
九州	13577	11	1900
関東	26640	5	683
中部	12582	10	1302
中部	12093	28	1945
中部	27228	22	1165
関西	23050	27	927
東北	12284	24	977
中部	24973	25	1061
中部	20343	29	799
関西	27995	7	524
中部	17786	29	426
中部	25371	16	673
関東	22762	27	558
中部	25387	16	848
中部	31810	25	775
関東	14484	5	674
中部	22823	29	1844
九州	19625	12	1537
関東	12321	27	1475
関西	23853	28	1700
九州	28286	8	500
中部	12669	18	644
中部	26286	12	632
九州	17965	8	937
東北	19726	23	1665
東北	27729	13	1406
九州	22146	29	1912
九州	16023	25	1676
関東	22759	9	1944
九州	20960	21	1307
中部	22921	25	1422
九州	19015	10	655
関東	22249	9	1446
東北	28322	5	908
九州	21809	5	1987
中部	12456	10	1589
関東	15927	13	1721
九州	23958	20	838
関西	24879	23	912
関東	23397	24	1307
関東	22634	27	1224
九州	17276	18	1217
関東	27330	13	1240
九州	14546	8	1994
関西	13489	15	1499
中部	22003	6	1899
関西	14640	16	1023
中部	24627	17	1479
中部	24222	8	1258
関東	13261	10	1995
東北	15647	15	1843
東北	24221	22	1706
関西	19249	24	562
九州	21341	23	883
東北	17533	17	779
中部	31565	16	680
関東	22628	9	1554
九州	15230	7	595
関西	15721	13	1453
関東	18535	5	987
関西	21111	6	1719
九州	17617	15	1536
中部	17469	13	1755
東北	13166	27	1260
関西	25614	6	602
東北	14177	13	1818
中部	17549	12	915
東北	27163	14	1077
関東	14599	24	580
東北	25118	18	1456
東北	22314	19	1700
九州	20361	14	1850
関東	17963	15	738
関西	24077	26	1947
関東	30019	20	1244
関西	22033	29	1746
中部	16234	22	978
関西	21605	14	1567
九州	30876	19	1829
中部	18269	26	1179
東北	29292	6	1864
関西	28467	13	1254
関西	15372	14	924
関東	21945	28	1309
関西	25353	22	785
中部	13252	9	921
中部	20917	24	1602
東北	20779	8	1036
中部	17908	19	611
東北	30256	7	757
九州	27799	7	1814
関西	15807	6	1188
関東	18136	27	778
関東	31082	9	1059
関西	26877	22	860
東北	28979	25	788
九州	16804	21	478
東北	31274	8	1228
東北	25836	17	1138
関西	13100	7	591
関西	25741	29	445
関西	24294	20	1235
中部	12658	19	1739
東北	29181	27	915
中部	26517	9	1436
関東	12097	16	1891
中部	29211	23	511
関東	16827	13	1554
東北	16609	20	1753
関西	17576	16	1340
九州	12409	8	1905
九州	24179	28	1481
九州	31143	16	1555
中部	29081	23	959
九州	31309	28	576
関西	17105	14	719
九州	24721	23	859
九州	26995	8	1025
関東	14453	17	946
関東	15309	27	1561
東北	14207	11	1017
関西	28038	29	769
関東	23433	6	1763
中部	14724	19	1785
関西	17791	19	1302
九州	28369	18	416
中部	27273	22	1986
関西	28118	27	1594
東北	27983	10	1546
関西	18786	27	1237
東北	28849	23	1525
関東	30441	7	508
東北	15150	29	761
九州	23756	16	640
中部	28557	20	505
東北	14051	20	778
東北	13458	11	559
東北	29871	29	1943
関西	29919	14	1367
関西	20208	23	1486
中部	22664	9	930
関西	14509	8	1189
中部	30546	9	1086
中部	15075	18	1225
中部	15610	15	756
関東	17457	7	1520
中部	16403	29	1996
関西	22468	14	404
東北	22606	29	1893
東北	15386	14	776
関東	23831	22	470
中部	26495	27	1634
関東	15433	13	1639
関東	19457	14	1768
中部	22915	14	810
東北	20603	7	1707
関西	19782	13	779
関西	31705	11	1227
東北	21443	16	528
九州	13383	24	1688
中部	13738	5	851
中部	24563	16	630
関東	31769	27	1745
九州	24440	8	1616
九州	29411	23	1448
九州	26767	22	1009
九州	13296	23	1695
中部	25596	23	1791
九州	27636	20	577
関西	29195	25	948
中部	24233	10	507
九州	18571	6	693
関東	25737	5	1371
関東	22378	27	1991
九州	18843	26	587
東北	19540	14	1979
東北	16308	13	1173
東北	17699	10	1335
東北	17671	12	1092
東北	20400	10	1521
関東	17494	29	1728
東北	25624	18	1024
東北	30239	21	1449
関西	14335	13	1145
中部	12975	28	1365
関東	22511	22	1494
関西	25800	22	597
東北	21128	12	552
関西	14066	14	1287
中部	23650	16	1108
九州	28410	5	1707
中部	25547	26	1014
東北	12724	10	919
中部	15482	20	1303
九州	25408	28	1680
東北	12600	8	1581
関西	12020	29	500
関西	24682	10	1467
九州	23235	14	1057
関西	30608	17	670
九州	24873	25	694
関東	14939	16	548
中部	20311	21	1735
関東	22723	29	1329
中部	22418	9	1559
九州	30380	8	804
九州	26486	22	1747
中部	31715	14	1192
中部	13206	10	1492
関西	15928	10	1333
中部	12533	11	1825
関東	29351	14	831
中部	31717	25	446
関東	27262	29	801
九州	18955	11	1859
関西	24906	7	1842
九州	28817	29	1957
関西	28441	19	1797
関西	27623	24	1336
東北	28405	29	1402
東北	14552	15	1550
関西	28685	6	947
関西	30501	13	1779
東北	26860	21	1889
関東	27089	24	817
中部	29953	6	791
中部	26616	8	1658
関西	20784	22	788
中部	24469	22	1746
九州	13310	7	1855
関西	21067	11	1662
関東	24166	28	1837
中部	23616	21	1167
九州	16125	11	614
九州	16561	13	949
九州	19812	5	1137
中部	24337	26	556
関東	23132	16	743
中部	27863	21	1621
中部	20732	14	465
中部	19716	17	1469
東北	29772	12	1476
東北	23285	11	1605
九州	26939	7	1372
関東	31599	17	1802
関東	22408	12	486
関東	21029	26	1524
九州	29504	19	582
関東	26974	21	839
中部	22648	21	645
九州	24215	18	1350
東北	24494	23	1674
東北	19248	9	1197
九州	22978	27	1712
九州	15038	19	1579
中部	19404	17	866
関西	24362	21	1117
九州	27057	15	1272
中部	31934	11	1682
関東	12470	19	1452
中部	19130	25	1563
関東	31861	25	940
九州	23306	13	1826
中部	30498	20	1532
九州	22172	8	911
東北	26992	29	1680
東北	30709	6	1228
関東	13924	22	427
中部	12888	6	1874
東北	31703	9	544
中部	16181	8	963
九州	19035	27	1732
九州	21289	24	1415
九州	17236	6	703
東北	21813	18	453
東北	26399	25	1368
九州	18666	24	1098
関西	18519	5	1176
東北	24195	6	1831
東北	18426	28	472
関東	17840	14	1959
九州	12206	21	1201
中部	31523	26	1086
中部	24703	25	523
関西	19341	7	1108
関東	18553	22	1104
関西	19556	29	1985
関東	15087	13	1272
関東	31329	14	697
九州	24740	18	1905
関東	16898	29	722
中部	13853	17	1869
関東	18320	5	593
九州	21783	20	1125
関東	15757	25	797
中部	13832	11	1485
東北	24764	7	1301
東北	12327	26	898
東北	20784	28	1520
中部	29677	7	921
東北	13096	22	627
中部	20262	28	1008
関東	18342	23	842
関東	29604	10	1978
九州	22310	7	776
中部	12462	15	1462
東北	13743	20	1545
九州	28038	5	1596
東北	25812	15	1829
九州	18124	9	450
九州	20024	15	856
関東	14803	26	720
関西	13357	16	1804
中部	14320	7	1112
東北	16947	19	727
九州	13257	9	1731
東北	31974	29	496
関東	27543	26	799
関東	16100	24	476
東北	26513	11	1406
関東	12172	7	1264
中部	14454	14	1089
東北	26416	21	455
東北	24787	20	1132
関東	15592	10	640
東北	24670	14	1133
東北	13537	7	1155
東北	30723	24	1041
東北	20067	17	1891
九州	23701	8	1246
九州	29161	17	1073
東北	12833	21	674
中部	29528	10	1538
関東	13401	10	1393
中部	17691	13	1210
東北	20568	20	1533
関東	14912	26	865
東北	24252	10	1831
東北	15417	17	1901
九州	19280	5	1203
東北	15195	14	491
関東	18940	20	1828
中部	20295	11	694
中部	30591	20	1994
関東	13096	9	1363
中部	12034	12	1035
東北	25085	12	1746
関西	16747	27	1565
九州	24181	9	1875
関東	14704	19	1065
九州	19925	26	1405
関東	17565	8	1653
中部	14767	17	412
関東	26125	28	1821
関西	24507	25	1927
中部	28129	29	1931
関東	27203	21	1575
九州	18919	26	403
中部	15508	22	775
関西	31616	12	1935
東北	25680	14	986
関東	16757	13	442
九州	15326	25	620
関西	26721	24	1211
東北	13848	13	1769
関東	12627	29	1597
関西	26455	24	1552
東北	20336	27	1013
関西	20147	22	1296
関東	15807	28	1410
関東	24006	20	546
九州	12015	25	609
九州	15798	22	749
関東	31555	18	1247
東北	26131	14	981
東北	20200	7	614
九州	26639	18	1756
九州	18921	22	622
関西	19171	15	1064
関西	21772	14	1636
関西	30111	22	1758
関西	15626	26	1457
関東	16715	8	1828
中部	30511	7	478
関東	20753	10	817
中部	20418	24	1898
東北	25642	21	1077
東北	21328	20	925
東北	30965	19	1168
東北	30515	28	884
九州	26101	10	1095
関西	31145	25	453
関西	30443	7	495
東北	14574	11	1816
関西	31675	6	1805
東北	28160	16	1601
関東	12631	26	406
関西	16456	12	961
関西	20049	11	1360
九州	29373	28	808
関西	25306	11	527
関東	26455	15	1665
東北	21724	5	1495
中部	15650	24	1984
九州	16679	24	990
東北	26862	7	1642
中部	29534	22	1957
中部	23683	9	924
関東	20823	29	1351
九州	18421	11	1563
九州	15825	13	1280
関東	28088	11	1681
中部	31288	18	1157
関西	29209	12	1254
九州	20834	23	643
関東	12734	25	516
九州	20585	23	1855
関東	23043	7	815
中部	17194	25	439
九州	30623	16	1468
東北	22492	12	1878
中部	21969	22	667
関西	23506	26	1699
関西	17818	17	936
中部	20855	20	1694
東北	12286	9	1741
関東	14162	9	951
関西	24582	20	1398
関西	31481	14	791
関西	25174	10	916
九州	12204	11	1228
中部	16782	14	964
関東	18322	25	1003
九州	12212	12	432
中部	12390	13	817
東北	18541	15	1723
関東	31726	19	1029
東北	23072	5	1170
九州	22512	18	631
九州	13140	12	1088
東北	31239	9	1941
関西	25364	22	665
関西	22675	14	682
関西	17624	27	1482
関東	24014	10	1034
関西	16814	18	1344
関東	18792	17	1123
中部	27930	15	1827
九州	12697	8	1953
中部	16568	18	423
